COMPLEX_NAME,FACILITY_TYPE,ADDRESS,TYP_OF_ORG,ORG,STEWARD,OPER,COMMUNITY,SECTOR,POPULATION,OCCUPIED_DWELLINGS,PERSONS_PER_UNIT,Area (km²),Population Density (people/km²)
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,4298.0,972.0,4.42,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6742.0,2514.0,2.68,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,5886.0,1403.0,4.2,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6466.0,2584.0,2.5,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,7677.0,2190.0,3.51,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6498.0,2517.0,2.58,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6720.0,2497.0,2.69,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,7229.0,2392.0,3.02,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6886.0,1853.0,3.72,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6409.0,2559.0,2.5,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6929.0,2456.0,2.82,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6928.0,2466.0,2.81,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6146.0,2571.0,2.39,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6123.0,2552.0,2.4,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6228.0,2539.0,2.45,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6420.0,2571.0,2.5,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6718.0,2578.0,2.61,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6214.0,2491.0,2.49,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6828.0,2517.0,2.71,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,7900.0,2453.0,3.22,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6326.0,2587.0,2.45,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6219.0,2526.0,2.46,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6536.0,2509.0,2.61,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,7268.0,2013.0,3.61,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6540.0,2562.0,2.55,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6990.0,2389.0,2.93,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,5620.0,1296.0,4.34,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6589.0,2540.0,2.59,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6948.0,2419.0,2.87,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6614.0,2548.0,2.6,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6148.0,2538.0,2.42,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6357.0,2560.0,2.48,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6990.0,2556.0,2.73,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6819.0,2549.0,2.68,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6587.0,1696.0,3.88,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6085.0,2572.0,2.37,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,4771.0,1084.0,4.4,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,5965.0,2505.0,2.38,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,7658.0,2505.0,3.06,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,7704.0,2496.0,3.09,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6132.0,1489.0,4.12,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,8101.0,2467.0,3.28,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6282.0,2546.0,2.47,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6495.0,2520.0,2.58,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,6460.0,2531.0,2.55,2.6,2600.0
Southwood Skatepark,Skate Park,11 SACKVILLE DR SW,Municipal,Parks,Parks,Parks,Southwood,SOUTH,5870.0,2513.0,2.34,2.6,2600.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4704.0,1345.0,3.5,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3908.0,1585.0,2.47,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3909.0,1594.0,2.45,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4057.0,1605.0,2.53,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4056.0,1601.0,2.53,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4171.0,1392.0,3.0,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4075.0,1587.0,2.57,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4358.0,1766.0,2.47,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4023.0,1563.0,2.57,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4418.0,1593.0,2.77,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3801.0,1556.0,2.44,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4033.0,1597.0,2.53,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3950.0,1558.0,2.54,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3976.0,1729.0,2.3,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4047.0,1607.0,2.52,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4054.0,1636.0,2.48,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3807.0,1576.0,2.42,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4917.0,1350.0,3.64,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4068.0,1446.0,2.81,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4505.0,1340.0,3.36,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4136.0,1324.0,3.12,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4079.0,1637.0,2.49,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4353.0,1794.0,2.43,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3705.0,1552.0,2.39,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3713.0,1569.0,2.37,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4134.0,1395.0,2.96,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4360.0,1570.0,2.78,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4088.0,1663.0,2.46,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5067.0,1336.0,3.79,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4223.0,1384.0,3.05,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4112.0,1595.0,2.58,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5287.0,1331.0,3.97,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5280.0,1278.0,4.13,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4038.0,1586.0,2.55,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4104.0,1764.0,2.33,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4066.0,1564.0,2.6,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3871.0,1583.0,2.45,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4221.0,1576.0,2.68,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3686.0,1591.0,2.32,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3742.0,1544.0,2.42,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4315.0,1343.0,3.21,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4246.0,1760.0,2.41,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3903.0,1555.0,2.51,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3910.0,1568.0,2.49,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3795.0,1550.0,2.45,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3971.0,1581.0,2.51,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4006.0,1578.0,2.54,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5186.0,1340.0,3.87,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4024.0,1619.0,2.49,2.0,3000.0
Shouldice Aquatic Centre,Aquatic & Fitness Centre,5303 BOWNESS RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3860.0,1685.0,2.29,2.0,3000.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10312.0,3620.0,2.85,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10762.0,3790.0,2.84,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,1218.0,402.0,3.03,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10921.0,3874.0,2.82,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10961.0,3829.0,2.86,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,1959.0,652.0,3.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,4005.0,1465.0,2.73,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,3151.0,1165.0,2.7,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,9968.0,3496.0,2.85,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10710.0,3821.0,2.8,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,6193.0,2225.0,2.78,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,8112.0,2854.0,2.84,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10546.0,3752.0,2.81,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,7102.0,2504.0,2.84,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,36.0,11.0,3.27,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10727.0,3826.0,2.8,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10947.0,3879.0,2.82,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10713.0,3858.0,2.78,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10592.0,3732.0,2.84,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10987.0,3875.0,2.84,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,9085.0,3198.0,2.84,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,5026.0,1871.0,2.69,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10836.0,3855.0,2.81,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,10537.0,3726.0,2.83,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,578.0,195.0,2.96,4.4,2463.0
Melcor YMCA at Crowfoot,Leisure Centre,8100 JOHN LAURIE BV NW,Not-for-Profit,YMCA,Parks,YMCA Calgary,Arbour Lake,NORTHWEST,0.0,0.0,0.0,4.4,2463.0
